hero_name,type,name,description,attribute,attribute_detail
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,falloff range,25 - 35 meters (damage and healing)
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,headshot,✕
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,healing,6 - 1.8 (per round)72 - 21.6 (per burst)
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,rate of fire,1.29 shots/s
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,bullets per shot,12
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,ammo consumption,12 per shot
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,ammo,180
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,reload time,1.8 seconds
Juno,Ability,Mediblaster,Burst fire weapon that heals allies and damages enemies.,projectile radius,0.04 meters
Juno,Ability,Pulsar Torpedoes,"Press Secondary Fire to lock on, then Primary Fire to fire homing projectiles. Heals allies over time and damages enemies.",damage,85
Juno,Ability,Pulsar Torpedoes,"Press Secondary Fire to lock on, then Primary Fire to fire homing projectiles. Heals allies over time and damages enemies.",headshot,✕
Juno,Ability,Pulsar Torpedoes,"Press Secondary Fire to lock on, then Primary Fire to fire homing projectiles. Heals allies over time and damages enemies.",healing,85 (direct)50 (over time)
Juno,Ability,Pulsar Torpedoes,"Press Secondary Fire to lock on, then Primary Fire to fire homing projectiles. Heals allies over time and damages enemies.",cast time,0 + 0.3 seconds
Juno,Ability,Pulsar Torpedoes,"Press Secondary Fire to lock on, then Primary Fire to fire homing projectiles. Heals allies over time and damages enemies.",duration,2.5 seconds (HoT)0.5 - 1 seconds (lock-on)0.38 - 4 seconds (targeting)
Juno,Ability,Pulsar Torpedoes,"Press Secondary Fire to lock on, then Primary Fire to fire homing projectiles. Heals allies over time and damages enemies.",max. range,40 meters (targeting)
Juno,Ability,Glide BoostLSHIFT,Glide horizontally with increased movement speed.,cast time,None
Juno,Ability,Glide BoostLSHIFT,Glide horizontally with increased movement speed.,duration,4 seconds
Juno,Ability,Glide BoostLSHIFT,Glide horizontally with increased movement speed.,mov. speed buff,+390% (dash)+50% (lingering)
Juno,Ability,Hyper RingE,Deploy a ring that increases movement speed of allies that pass through it.,cast time,0.24 + 0.3 seconds
Juno,Ability,Hyper RingE,Deploy a ring that increases movement speed of allies that pass through it.,duration,6 seconds (ring)3 seconds (speed boost)
Juno,Ability,Hyper RingE,Deploy a ring that increases movement speed of allies that pass through it.,max. range,17 meters
Juno,Ability,Hyper RingE,Deploy a ring that increases movement speed of allies that pass through it.,area of effect,8 meters width
Juno,Ability,Hyper RingE,Deploy a ring that increases movement speed of allies that pass through it.,mov. speed buff,+50%
Juno,Ability,Hyper RingE,Deploy a ring that increases movement speed of allies that pass through it.,projectile radius,None
Juno,Ability,Orbital RayQ,"Call down a ray that travels forward, healing allies and increasing their damage.",healing,85 per second
Juno,Ability,Orbital RayQ,"Call down a ray that travels forward, healing allies and increasing their damage.",dmg. amplification,+30% dealt
Juno,Ability,Orbital RayQ,"Call down a ray that travels forward, healing allies and increasing their damage.",cast time,0.5 + 0.3 seconds
Juno,Ability,Orbital RayQ,"Call down a ray that travels forward, healing allies and increasing their damage.",duration,8 seconds
Juno,Ability,Orbital RayQ,"Call down a ray that travels forward, healing allies and increasing their damage.",max. range,20 meters
Juno,Ability,Orbital RayQ,"Call down a ray that travels forward, healing allies and increasing their damage.",area of effect,8 meter radius
Juno,Ability,Orbital RayQ,"Call down a ray that travels forward, healing allies and increasing their damage.",movement speed,2.25 m/s
Juno,Perk,Familiar Vitals,Pulsar Torpedoes lock onto allies 35% faster.,,
Juno,Perk,Re-Boots,Activating Glide Boost resets Double Jump.,,
Juno,Perk,Master Blaster,Mediblaster can crit enemies.,headshot,✓ (x1.5)
Juno,Perk,Locked On,Reduce the cooldown of Pulsar Torpedoes by 1.5 seconds for each enemy hit.,,
Juno,Perk,Hyper Boost,"While using Glide Boost, passing through Hyper Ring pushes you forward.",,
Kiriko,Ability,Role: Support,Begin regenerating health more quickly.,,
Kiriko,Ability,Wall Climb (Kiriko)SPACE,Jump at walls to climb up them.,duration,Up to 1 second
Kiriko,Ability,Wall Climb (Kiriko)SPACE,Jump at walls to climb up them.,movement speed,8.25 m/s
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,healing,13 (per talisman)26 (per burst)
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,rate of fire,0.2 seconds (per burst)1.7 seconds (full clip)
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,bullets per shot,2
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,ammo consumption,1 per shot
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,ammo,5
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,reload time,0.9 seconds
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,max. range,35 meters (lock on)
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,projectile speed,24 m/s (homing)18 m/s (non-homing)
Kiriko,Ability,Healing Ofuda,Channel a burst of healing talismans that can seek targeted allies.,projectile radius,None
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,damage,60
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,headshot,✓ (x2)
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,rate of fire,1 shot per 0.5 seconds
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,ammo,15
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,reload time,1 second
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,spread angle,None
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,projectile speed,90 m/s
Kiriko,Ability,Kunai,Thrown projectile that deals increased critical damage.,projectile radius,0.225 meters
Kiriko,Ability,Swift StepLSHIFT,Teleport directly to an ally.,duration,0.25 second invulnerability
Kiriko,Ability,Swift StepLSHIFT,Teleport directly to an ally.,max. range,35 meters
Kiriko,Ability,Protection SuzuE,Throw a protective charm to make allies become briefly invulnerable and cleansed of most negative effects.,healing,80 (no cleanse)110 (cleanse)
Kiriko,Ability,Protection SuzuE,Throw a protective charm to make allies become briefly invulnerable and cleansed of most negative effects.,duration,0.65 seconds (invulnerability)
Kiriko,Ability,Protection SuzuE,Throw a protective charm to make allies become briefly invulnerable and cleansed of most negative effects.,area of effect,5 meters
Kiriko,Ability,Protection SuzuE,Throw a protective charm to make allies become briefly invulnerable and cleansed of most negative effects.,projectile speed,35 m/s
Kiriko,Ability,Protection SuzuE,Throw a protective charm to make allies become briefly invulnerable and cleansed of most negative effects.,projectile radius,0.2 meters
Kiriko,Ability,Kitsune RushQ,"Summon a fox spirit that rushes forward, accelerating the movement, attack speed, and cooldowns of allies that follow its path.",rate of fire,+50%
Kiriko,Ability,Kitsune RushQ,"Summon a fox spirit that rushes forward, accelerating the movement, attack speed, and cooldowns of allies that follow its path.",reload time,+50% reload speed
Kiriko,Ability,Kitsune RushQ,"Summon a fox spirit that rushes forward, accelerating the movement, attack speed, and cooldowns of allies that follow its path.",duration,10.5 seconds
Kiriko,Ability,Kitsune RushQ,"Summon a fox spirit that rushes forward, accelerating the movement, attack speed, and cooldowns of allies that follow its path.",max. range,25m
Kiriko,Ability,Kitsune RushQ,"Summon a fox spirit that rushes forward, accelerating the movement, attack speed, and cooldowns of allies that follow its path.",mov. speed buff,+30%
Kiriko,Ability,Kitsune RushQ,"Summon a fox spirit that rushes forward, accelerating the movement, attack speed, and cooldowns of allies that follow its path.",cooldown,2x cooldown reduction
Kiriko,Perk,Urgent Care,Healing Ofuda projectile speed is increased by 50% when seeking critical health allies.,,
Kiriko,Perk,Fortune Teller,Kunai hits launch 2 Healing Ofuda to an ally in front of you.,,
Kiriko,Perk,Shuffling,Swift Step can be used again within 4 seconds of its initial cast.,,
Kiriko,Perk,Foxtrot,Protection Suzu grants 40% movement speed to allies for 2 seconds.,,
Lifeweaver,Ability,Role: Support,Begin regenerating health more quickly.,,
Lifeweaver,Ability,Healing Blossom,Hold to charge a healing burst. Release to heal a targeted ally. Passively charges at a reduced rate while not in use.,healing,80 over 0.3 seconds (max charge)10 (min charge)
Lifeweaver,Ability,Healing Blossom,Hold to charge a healing burst. Release to heal a targeted ally. Passively charges at a reduced rate while not in use.,rate of fire,0.69 shots/s (max charge)3.33 shots/s (min charge)
Lifeweaver,Ability,Healing Blossom,Hold to charge a healing burst. Release to heal a targeted ally. Passively charges at a reduced rate while not in use.,ammo,16
Lifeweaver,Ability,Healing Blossom,Hold to charge a healing burst. Release to heal a targeted ally. Passively charges at a reduced rate while not in use.,reload time,1.5 seconds
Lifeweaver,Ability,Healing Blossom,Hold to charge a healing burst. Release to heal a targeted ally. Passively charges at a reduced rate while not in use.,max. range,30 meters (targeting)
Lifeweaver,Ability,Healing Blossom,Hold to charge a healing burst. Release to heal a targeted ally. Passively charges at a reduced rate while not in use.,projectile speed,60 m/s
Lifeweaver,Ability,Healing Blossom,Hold to charge a healing burst. Release to heal a targeted ally. Passively charges at a reduced rate while not in use.,projectile radius,0.25 meters
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,damage,6 (per thorn)12 (per shot)
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,headshot,✓ (x2)
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,rate of fire,11 shots/s
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,bullets per shot,2
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,ammo consumption,2
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,ammo,100
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,reload time,1.5 seconds
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,spread angle,1.8 degrees [citation needed]
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,projectile speed,100 m/s
Lifeweaver,Ability,Thorn Volley,Rapidly fire a spread of projectiles.,projectile radius,0.2 meters
Lifeweaver,Ability,Petal PlatformLSHIFT,Throw a platform that springs upwards when stepped on. Resets when not in use.,health,300
Lifeweaver,Ability,Petal PlatformLSHIFT,Throw a platform that springs upwards when stepped on. Resets when not in use.,cast time,3 seconds
Lifeweaver,Ability,Petal PlatformLSHIFT,Throw a platform that springs upwards when stepped on. Resets when not in use.,duration,∞ (unused)12 seconds (raised total)
Lifeweaver,Ability,Petal PlatformLSHIFT,Throw a platform that springs upwards when stepped on. Resets when not in use.,projectile speed,40 m/s
Lifeweaver,Ability,Petal PlatformLSHIFT,Throw a platform that springs upwards when stepped on. Resets when not in use.,projectile radius,0.15 meters
Lifeweaver,Ability,Rejuvenating DashSPACE,Dash towards your traveling direction and lightly heal yourself.,healing,45
Lifeweaver,Ability,Rejuvenating DashSPACE,Dash towards your traveling direction and lightly heal yourself.,max. range,6.15 meters (along ground)6.9 meters (in air)
Lifeweaver,Ability,Rejuvenating DashSPACE,Dash towards your traveling direction and lightly heal yourself.,movement speed,28.9 m/s (on ground)24.25 (in air)
Lifeweaver,Ability,Life GripE,"Pull an ally to your location, protecting them as they travel.",healing,75 (ally)
Lifeweaver,Ability,Life GripE,"Pull an ally to your location, protecting them as they travel.",max. range,30 meters
Lifeweaver,Ability,Tree of LifeQ,Place a tree that instantly heals allies upon sprouting and continues healing periodically as it lives.,healing,150 (instant)90 per pulse
Lifeweaver,Ability,Tree of LifeQ,Place a tree that instantly heals allies upon sprouting and continues healing periodically as it lives.,rate of fire,1 pulse every 1.75 seconds (8 pulses)
Lifeweaver,Ability,Tree of LifeQ,Place a tree that instantly heals allies upon sprouting and continues healing periodically as it lives.,health,1200
Lifeweaver,Ability,Tree of LifeQ,Place a tree that instantly heals allies upon sprouting and continues healing periodically as it lives.,overhealth,50% of overhealing (max. 100)
Lifeweaver,Ability,Tree of LifeQ,Place a tree that instantly heals allies upon sprouting and continues healing periodically as it lives.,duration,15 seconds (tree)6 seconds (overhealth)
Lifeweaver,Ability,Tree of LifeQ,Place a tree that instantly heals allies upon sprouting and continues healing periodically as it lives.,max. range,30 meters (targeting)
Lifeweaver,Ability,Tree of LifeQ,Place a tree that instantly heals allies upon sprouting and continues healing periodically as it lives.,area of effect,12 meters radius
Lifeweaver,Perk,Cleansing Grasp,Life Grip cleanses negative effects. Cleansing a negative effect reduces Life Grip cooldown by 4 seconds.,,
Lifeweaver,Perk,Life Cycle,"While alive, regenerate 10 health per second. Upon death, drop a healing seed that heals allies for 250 health.",healing,10 HP per second (passively while alive)  250 HP (upon death)
Lifeweaver,Perk,Life Cycle,"While alive, regenerate 10 health per second. Upon death, drop a healing seed that heals allies for 250 health.",duration,10 seconds
